
2799;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140357;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2161;01-FEB-23;1049243809;NOK;  ;10003041;IKANO BANK AB (PUBL), NORWAY BRANCH;3141340;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
7500;01-FEB-23;00010210100188600004;NOK;  ;10011061;ELECTRONIC COMMERCE PARTNERS AS;3141345;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
500;01-FEB-23;;NOK;  ;10008987;NILS ENGENESS EFTF KURTH M A ENGENES;3141223;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
150;01-FEB-23;0003733200129;NOK;  ;12010117;FEEL24 AS;3141234;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
112440;01-FEB-23;;NOK;  ;12010145;BAR EIENDOM AS;3141235;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2084;01-FEB-23;26509871336;NOK;  ;10007336;CASH ON DELIVERY;3139860;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
3195;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140116;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1913;01-FEB-23;26509868225;NOK;  ;10007336;CASH ON DELIVERY;3140100;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
741;01-FEB-23;91520274311;NOK;  ;10001174;GUSTAV PEDERSEN AS;3141221;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
383;01-FEB-23;26509861147;NOK;  ;10007336;CASH ON DELIVERY;3140108;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
489;01-FEB-23;26509855701;NOK;  ;10007336;CASH ON DELIVERY;3140109;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509858572;NOK;  ;10007336;CASH ON DELIVERY;3140113;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1786;01-FEB-23;26509861238;NOK;  ;10007336;CASH ON DELIVERY;3140363;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
841105,83;01-FEB-23;;NOK;  ;10015020;POSTEN EIENDOM VESTFOLD AS;3141356;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4865;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140359;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
447;01-FEB-23;26509856303;NOK;  ;10007336;CASH ON DELIVERY;3139856;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
446;01-FEB-23;26509844598;NOK;  ;10007336;CASH ON DELIVERY;3140372;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
930,5;01-FEB-23;716868269797069;NOK;  ;10007336;CASH ON DELIVERY;3140361;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
626;01-FEB-23;0001016654640001404117;NOK;  ;10000205;TRUCK & TRAILER INDUSTRY AS;3141353;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2408;01-FEB-23;001439934;NOK;  ;10001444;TRØNDELAG TRUCKSENTER AS;3141354;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
3201;01-FEB-23;1049457300;NOK;  ;10003041;IKANO BANK AB (PUBL), NORWAY BRANCH;3141362;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
7038;01-FEB-23;332120221149896;NOK;  ;10005710;HEISKONTROLLEN AS;3141240;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
14867;01-FEB-23;1049644808;NOK;  ;10003041;IKANO BANK AB (PUBL), NORWAY BRANCH;3141365;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1861,25;01-FEB-23;;NOK;  ;10005996;NOR LINES NORWAY AS;3141366;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
33585,98;01-FEB-23;;NOK;  ;10000231;BRAVIDA NORGE AS;3141241;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2174;01-FEB-23;7105330756685;NOK;  ;10007336;CASH ON DELIVERY;3139866;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1340,25;01-FEB-23;11631157;NOK;  ;10007336;CASH ON DELIVERY;3139868;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4181;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139870;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
343,8;01-FEB-23;01002000005822402568730;NOK;  ;10007336;CASH ON DELIVERY;3139875;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
8048;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139879;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2296,25;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139865;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1110;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139878;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
572;01-FEB-23;26509842865;NOK;  ;10007336;CASH ON DELIVERY;3140383;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1589;01-FEB-23;26509859323;NOK;  ;10007336;CASH ON DELIVERY;3140384;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1100;01-FEB-23;156996534822;NOK;  ;10007336;CASH ON DELIVERY;3140388;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
126499,21;01-FEB-23;23239411018242;NOK;  ;10001325;SUPEROFFICE NORGE AS;3141372;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
122178,03;01-FEB-23;501337450000101009020;NOK;  ;10015702;JOHNNY KARLSEN AS;3141378;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1167,04;01-FEB-23;;NOK;  ;10008626;ERLINGS MATHUS AS;3141373;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
10081,25;01-FEB-23;;NOK;  ;10009733;SOLUND NÆRINGSBYGG AS;3141377;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
159,61;01-FEB-23;501402150002601020676;NOK;  ;10016089;WICTOR JOHNSEN DAGLIGVARE AS;3141380;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
50399,84;01-FEB-23;;NOK;  ;12000730;RIISE & PAULSEN EIENDOM AS;3141382;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
489;01-FEB-23;26509861170;NOK;  ;10007336;CASH ON DELIVERY;3139881;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
490;01-FEB-23;26509862517;NOK;  ;10007336;CASH ON DELIVERY;3139882;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509843848;NOK;  ;10007336;CASH ON DELIVERY;3139886;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
477;01-FEB-23;26509864885;NOK;  ;10007336;CASH ON DELIVERY;3139888;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
193;01-FEB-23;26509859315;NOK;  ;10007336;CASH ON DELIVERY;3139889;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1313;01-FEB-23;26509865361;NOK;  ;10007336;CASH ON DELIVERY;3139895;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2000;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140131;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1900;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140133;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
281;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140134;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1119;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140137;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
392;01-FEB-23;26509859505;NOK;  ;10007336;CASH ON DELIVERY;3140403;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1753,1;01-FEB-23;230164956;NOK;  ;10000589;BILTEMA NORGE AS;3141387;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
983,6;01-FEB-23;230164964;NOK;  ;10000589;BILTEMA NORGE AS;3141388;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
330;01-FEB-23;80520520333212;NOK;  ;10009287;GANDDAL PIZZA AS;3141258;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4042,5;01-FEB-23;000003131852204124044014;NOK;  ;10001051;NORDEA FINANS NORGE AS;3141392;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
521,25;01-FEB-23;;NOK;  ;10013048;FJELDSTAD EIENDOM AS;3141260;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
47964,34;01-FEB-23;;NOK;  ;10008148;TELEBYGGET EIENDOM AS;3141265;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
34406,4;01-FEB-23;;NOK;  ;10009269;ÅMOT BILSERVICE EIENDOM AS;3141267;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
684;01-FEB-23;26509834656;NOK;  ;10007336;CASH ON DELIVERY;3139885;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509857293;NOK;  ;10007336;CASH ON DELIVERY;3139896;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
12223;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140136;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
7535;01-FEB-23;0238215106376732;NOK;  ;10007336;CASH ON DELIVERY;3140396;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
449;01-FEB-23;26509859646;NOK;  ;10007336;CASH ON DELIVERY;3140405;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1311;01-FEB-23;26509869470;NOK;  ;10007336;CASH ON DELIVERY;3140409;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4042,5;01-FEB-23;000003131850204124043810;NOK;  ;10001051;NORDEA FINANS NORGE AS;3141390;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1412;01-FEB-23;;NOK;  ;10013612;REIDAR/AMUND SIVERTSEN AS;3141393;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
26105,5;01-FEB-23;10022055600557;NOK;  ;10012238;SKEIVEIEN 9 AS;3141396;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
411;01-FEB-23;2194042095419382;NOK;  ;10007336;CASH ON DELIVERY;3140482;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
9892,75;01-FEB-23;12920710592572;NOK;  ;10000300;BRUBAKKEN AS;3141279;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2619,75;01-FEB-23;;NOK;  ;10009000;HUNDÅLA UNGDOMSLAG;3141280;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
9800;01-FEB-23;;NOK;  ;10004124;KNUT WOLFF AS;3141281;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1911;01-FEB-23;26509862863;NOK;  ;10007336;CASH ON DELIVERY;3139897;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1615;01-FEB-23;26509867177;NOK;  ;10007336;CASH ON DELIVERY;3139903;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
300;01-FEB-23;26509851726;NOK;  ;10007336;CASH ON DELIVERY;3139906;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2053;01-FEB-23;26509861097;NOK;  ;10007336;CASH ON DELIVERY;3139910;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
3069;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140139;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
8000;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140144;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2387;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140145;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1360;01-FEB-23;26509875170;NOK;  ;10007336;CASH ON DELIVERY;3140410;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1785;01-FEB-23;26509875055;NOK;  ;10007336;CASH ON DELIVERY;3140415;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1751;01-FEB-23;26509871997;NOK;  ;10007336;CASH ON DELIVERY;3140420;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
531,52;01-FEB-23;000057570;NOK;  ;10008737;SKOVLY-GRUPPEN AS;3141399;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4319,04;01-FEB-23;16736282;NOK;  ;10011968;SMS-TEKNIK I MUNKEDAL AB;3141406;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
159790;01-FEB-23;;NOK;  ;12002124;RUSSERVEGEN 3 AS;3141407;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
159790;01-FEB-23;;NOK;  ;12002124;RUSSERVEGEN 3 AS;3141407;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
11143,88;01-FEB-23;12920710592663;NOK;  ;10000300;BRUBAKKEN AS;3141298;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
9617,5;01-FEB-23;;NOK;  ;10008932;EINAR MARTIN RØE;3141300;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1313,75;01-FEB-23;1892370042988945;NOK;  ;10007336;CASH ON DELIVERY;3140248;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
6000;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140213;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
400;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139824;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1518;01-FEB-23;26509870676;NOK;  ;10007336;CASH ON DELIVERY;3139736;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2090;01-FEB-23;26509870817;NOK;  ;10007336;CASH ON DELIVERY;3139898;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
459;01-FEB-23;26509812496;NOK;  ;10007336;CASH ON DELIVERY;3139900;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
446;01-FEB-23;26509856931;NOK;  ;10007336;CASH ON DELIVERY;3139905;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1568,25;01-FEB-23;11624426;NOK;  ;10007336;CASH ON DELIVERY;3139921;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
8750;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140142;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
329;01-FEB-23;26509869355;NOK;  ;10007336;CASH ON DELIVERY;3140411;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1779;01-FEB-23;26509839960;NOK;  ;10007336;CASH ON DELIVERY;3140413;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509858002;NOK;  ;10007336;CASH ON DELIVERY;3140419;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
7120;01-FEB-23;50601090199693100000833;NOK;  ;12001288;SIEMENS AS;3141405;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4923,75;01-FEB-23;;NOK;  ;10007363;HÅKON LUND;3141414;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
17392;01-FEB-23;;NOK;  ;10008104;ELVESTAD EIENDOM;3141291;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2199;01-FEB-23;26509859372;NOK;  ;10007336;CASH ON DELIVERY;3139914;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1281;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139927;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
430;01-FEB-23;26509860354;NOK;  ;10007336;CASH ON DELIVERY;3140158;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509858655;NOK;  ;10007336;CASH ON DELIVERY;3140163;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1084;01-FEB-23;26509817420;NOK;  ;10007336;CASH ON DELIVERY;3140165;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1017;01-FEB-23;26509875410;NOK;  ;10007336;CASH ON DELIVERY;3140170;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2995;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140428;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1802;01-FEB-23;2195689095420569;NOK;  ;10007336;CASH ON DELIVERY;3140434;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
210;01-FEB-23;2175254095412019;NOK;  ;10007336;CASH ON DELIVERY;3140436;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
199;01-FEB-23;946110558;NOK;  ;10007336;CASH ON DELIVERY;3140441;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4330,9;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140443;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
137625,73;01-FEB-23;;NOK;  ;10001311;NORBASE AS;3141415;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2750;01-FEB-23;011199310325359;NOK;  ;10002733;NAUSTDAL TRANSPORT AS;3141417;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
71820;01-FEB-23;;NOK;  ;10008792;TEIGEN EIENDOM AS;3141423;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1250;01-FEB-23;;NOK;  ;10012939;STIFTELSEN LEBESBY BYGDETUN;3141424;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
106375;01-FEB-23;01816510019373;NOK;  ;12002225;EMISOFT AS;3141427;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509847484;NOK;  ;10007336;CASH ON DELIVERY;3139947;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
8400;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140263;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2279;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140082;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
5727,5;01-FEB-23;;NOK;  ;10013925;HATTFJELLDAL EIENDOM AS;3141225;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
625;01-FEB-23;;NOK;  ;10008552;BOTNHAMN SVEIS AS;3141302;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
100385,9;01-FEB-23;;NOK;  ;10012133;ULRIX EIENDOM AS;3141306;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1350;01-FEB-23;;NOK;  ;10008103;VEIERLAND VEL;3141310;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
6170;01-FEB-23;67611191445;NOK;  ;10000397;CAVERION NORGE AS;3141315;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
220;01-FEB-23;006229900000852948;NOK;  ;10007336;CASH ON DELIVERY;3139932;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
849;01-FEB-23;63220430294569;NOK;  ;10007336;CASH ON DELIVERY;3139933;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
538;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139938;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
446;01-FEB-23;26509848987;NOK;  ;10007336;CASH ON DELIVERY;3140175;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2069;01-FEB-23;26509873720;NOK;  ;10007336;CASH ON DELIVERY;3140176;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
210;01-FEB-23;2292130042988848;NOK;  ;10007336;CASH ON DELIVERY;3140184;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
1141;01-FEB-23;26509859851;NOK;  ;10007336;CASH ON DELIVERY;3140449;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
4281;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139926;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
281;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139928;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
371;01-FEB-23;26509869827;NOK;  ;10007336;CASH ON DELIVERY;3140160;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
356;01-FEB-23;26509873290;NOK;  ;10007336;CASH ON DELIVERY;3140162;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
414;01-FEB-23;26509836842;NOK;  ;10007336;CASH ON DELIVERY;3140171;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
865;01-FEB-23;2166322095431007;NOK;  ;10007336;CASH ON DELIVERY;3140437;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
708;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3140475;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
49659,68;01-FEB-23;;NOK;  ;10000216;TRONDHEIM HAVN IKS;3141305;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2162;01-FEB-23;;NOK;  ;10007336;CASH ON DELIVERY;3139944;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
2637;01-FEB-23;26509840927;NOK;  ;10007336;CASH ON DELIVERY;3140173;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
613;01-FEB-23;26509859497;NOK;  ;10007336;CASH ON DELIVERY;3140451;1712;Posten Norge AS;60050582992;EFT;Nordea Internal;192800;000000
