
-115491,83,NOK,Posten Norge AS,1712,170500,000000
833,33,NOK,Posten Norge AS,1712,630000,238600
39791,NOK,Posten Norge AS,1712,630000,179800
231129,75,NOK,Posten Norge AS,1712,170500,000000
-77043,23,NOK,Posten Norge AS,1712,170500,000000
626,66,NOK,Posten Norge AS,1712,630000,230200
49808,74,NOK,Posten Norge AS,1712,630000,229700
19156,NOK,Posten Norge AS,1712,170500,000000
-6385,34,NOK,Posten Norge AS,1712,170500,000000
4718,67,NOK,Posten Norge AS,1712,630000,103400
1666,67,NOK,Posten Norge AS,1712,632200,103400
1137,5,NOK,Posten Norge AS,1712,630000,246700
1000,NOK,Posten Norge AS,1712,630000,107600
4434,NOK,Posten Norge AS,1712,636000,182700
4351,NOK,Posten Norge AS,1712,630000,182700
2619,75,NOK,Posten Norge AS,1712,630000,177100
2511,NOK,Posten Norge AS,1712,630400,202000
15833,NOK,Posten Norge AS,1712,632200,202000
1500,NOK,Posten Norge AS,1712,170500,000000
-500,NOK,Posten Norge AS,1712,170500,000000
500,NOK,Posten Norge AS,1712,630000,207800
500,NOK,Posten Norge AS,1712,630000,197300
540,23,NOK,Posten Norge AS,1712,630000,243000
5000,NOK,Posten Norge AS,1712,632200,190200
96071,NOK,Posten Norge AS,1712,630000,190200
500,NOK,Posten Norge AS,1712,630000,179700
281,6,NOK,Posten Norge AS,1712,630000,172700
500,NOK,Posten Norge AS,1712,630000,219200
4400,NOK,Posten Norge AS,1712,630000,207000
4400,NOK,Posten Norge AS,1712,630000,204400
79869,5,NOK,Posten Norge AS,1712,170500,000000
-26623,16,NOK,Posten Norge AS,1712,170500,000000
416,66,NOK,Posten Norge AS,1712,630000,163800
500,NOK,Posten Norge AS,1712,630000,242300
10091,55,NOK,Posten Norge AS,1712,630000,122600
469,NOK,Posten Norge AS,1712,630000,201400
500,NOK,Posten Norge AS,1712,630000,174700
114224,NOK,Posten Norge AS,1712,170500,000000
-38074,67,NOK,Posten Norge AS,1712,170500,000000
6700,NOK,Posten Norge AS,1712,630000,220900
15758,67,NOK,Posten Norge AS,1712,630000,216900
9860,NOK,Posten Norge AS,1712,630000,159600
666,67,NOK,Posten Norge AS,1712,632200,159600
883,NOK,Posten Norge AS,1712,632200,131000
500,NOK,Posten Norge AS,1712,630000,238000
1000,NOK,Posten Norge AS,1712,630000,236000
500,NOK,Posten Norge AS,1712,630000,231700
22463,NOK,Posten Norge AS,1712,630000,198600
500,NOK,Posten Norge AS,1712,630000,198100
11568,NOK,Posten Norge AS,1712,630000,219100
7132,NOK,Posten Norge AS,1712,630000,206600
1408,NOK,Posten Norge AS,1712,630000,124300
250,NOK,Posten Norge AS,1712,634000,124300
7029,NOK,Posten Norge AS,1712,630000,120400
4058,33,NOK,Posten Norge AS,1712,630000,120000
87621,NOK,Posten Norge AS,1712,632200,196400
907883,NOK,Posten Norge AS,1712,170500,000000
-302627,66,NOK,Posten Norge AS,1712,170500,000000
8333,33,NOK,Posten Norge AS,1712,632200,157600
322006,33,NOK,Posten Norge AS,1712,630000,157600
477114,75,NOK,Posten Norge AS,1712,170500,000000
-159038,25,NOK,Posten Norge AS,1712,170500,000000
146795,25,NOK,Posten Norge AS,1712,630000,040001
306837,NOK,Posten Norge AS,1712,170500,000000
-102279,01,NOK,Posten Norge AS,1712,170500,000000
14037,67,NOK,Posten Norge AS,1712,630000,237000
74281,67,NOK,Posten Norge AS,1712,630000,157800
131722,77,NOK,Posten Norge AS,1712,170500,000000
-43907,59,NOK,Posten Norge AS,1712,170500,000000
500,NOK,Posten Norge AS,1712,630000,247300
329115,NOK,Posten Norge AS,1712,170500,000000
-109705,NOK,Posten Norge AS,1712,170500,000000
4593,67,NOK,Posten Norge AS,1712,632200,200800
20833,33,NOK,Posten Norge AS,1712,634000,200800
1216815,NOK,Posten Norge AS,1712,170500,000000
-405605,NOK,Posten Norge AS,1712,170500,000000
405605,NOK,Posten Norge AS,1712,630000,200600
631018,NOK,Posten Norge AS,1712,170500,000000
-210339,33,NOK,Posten Norge AS,1712,170500,000000
177006,NOK,Posten Norge AS,1712,630000,188500
193991,4,NOK,Posten Norge AS,1712,170500,000000
-64663,8,NOK,Posten Norge AS,1712,170500,000000
11366,8,NOK,Posten Norge AS,1712,632200,185100
53297,NOK,Posten Norge AS,1712,630000,185100
238555,NOK,Posten Norge AS,1712,170500,000000
-79518,34,NOK,Posten Norge AS,1712,170500,000000
500,NOK,Posten Norge AS,1712,630000,225500
14513,NOK,Posten Norge AS,1712,630000,219800
25926,NOK,Posten Norge AS,1712,630000,229800
500,NOK,Posten Norge AS,1712,630000,185200
500,NOK,Posten Norge AS,1712,630000,183600
596,NOK,Posten Norge AS,1712,630000,181100
13523,NOK,Posten Norge AS,1712,170500,000000
-4507,66,NOK,Posten Norge AS,1712,170500,000000
1003,33,NOK,Posten Norge AS,1712,630000,215700
416,67,NOK,Posten Norge AS,1712,630000,214800
581,33,NOK,Posten Norge AS,1712,632200,095200
547,NOK,Posten Norge AS,1712,630000,182400
514724,6,NOK,Posten Norge AS,1712,170500,000000
-171574,87,NOK,Posten Norge AS,1712,170500,000000
38288,NOK,Posten Norge AS,1712,632200,018100
30296,8,NOK,Posten Norge AS,1712,630000,221000
213296,NOK,Posten Norge AS,1712,170500,000000
-71098,67,NOK,Posten Norge AS,1712,170500,000000
3593,33,NOK,Posten Norge AS,1712,630000,229600
46489,NOK,Posten Norge AS,1712,630000,226600
171700,NOK,Posten Norge AS,1712,170500,000000
-57233,33,NOK,Posten Norge AS,1712,170500,000000
57233,33,NOK,Posten Norge AS,1712,630400,227700
252683,NOK,Posten Norge AS,1712,170500,000000
-84227,67,NOK,Posten Norge AS,1712,170500,000000
55051,2,NOK,Posten Norge AS,1712,630000,223700
318806,NOK,Posten Norge AS,1712,170500,000000
-106268,67,NOK,Posten Norge AS,1712,170500,000000
6666,67,NOK,Posten Norge AS,1712,632200,211200
29760,67,NOK,Posten Norge AS,1712,630000,210100
396151,NOK,Posten Norge AS,1712,170500,000000
-132050,34,NOK,Posten Norge AS,1712,170500,000000
10333,33,NOK,Posten Norge AS,1712,634000,192900
9100,NOK,Posten Norge AS,1712,632200,192900
16822,66,NOK,Posten Norge AS,1712,170500,000000
-5607,55,NOK,Posten Norge AS,1712,170500,000000
5607,55,NOK,Posten Norge AS,1712,630000,174500
3033,NOK,Posten Norge AS,1712,630400,149600
263221,NOK,Posten Norge AS,1712,170500,000000
-87740,33,NOK,Posten Norge AS,1712,170500,000000
8333,33,NOK,Posten Norge AS,1712,632200,045100
1213019,22,NOK,Posten Norge AS,1712,630000,207300
30000,NOK,Posten Norge AS,1712,170500,000000
-10000,NOK,Posten Norge AS,1712,170500,000000
10000,NOK,Posten Norge AS,1712,632200,201000
344353,NOK,Posten Norge AS,1712,170500,000000
-114784,33,NOK,Posten Norge AS,1712,170500,000000
114784,33,NOK,Posten Norge AS,1712,630000,201000
2984,NOK,Posten Norge AS,1712,632200,174400
35000,NOK,Posten Norge AS,1712,630000,174400
114780,NOK,Posten Norge AS,1712,170500,000000
-38260,NOK,Posten Norge AS,1712,170500,000000
26008,67,NOK,Posten Norge AS,1712,630000,237700
12251,33,NOK,Posten Norge AS,1712,630000,222600
128278,NOK,Posten Norge AS,1712,170500,000000
-42759,33,NOK,Posten Norge AS,1712,170500,000000
4533,33,NOK,Posten Norge AS,1712,632200,242600
28750,NOK,Posten Norge AS,1712,630000,242600
3170,NOK,Posten Norge AS,1712,630000,172900
4306,NOK,Posten Norge AS,1712,630000,101900
750,NOK,Posten Norge AS,1712,630000,235300
2800,NOK,Posten Norge AS,1712,630000,174000
400,NOK,Posten Norge AS,1712,630000,172200
3092,NOK,Posten Norge AS,1712,630000,169900
7537,79,NOK,Posten Norge AS,1712,630000,214700
4000,NOK,Posten Norge AS,1712,632200,214700
3241,5,NOK,Posten Norge AS,1712,630000,211900
2556,NOK,Posten Norge AS,1712,630000,102500
3267,NOK,Posten Norge AS,1712,630000,102400
156166,NOK,Posten Norge AS,1712,170500,000000
-52055,34,NOK,Posten Norge AS,1712,170500,000000
4666,67,NOK,Posten Norge AS,1712,632200,232900
4090,NOK,Posten Norge AS,1712,630000,182900
500,NOK,Posten Norge AS,1712,630000,228800
4000,NOK,Posten Norge AS,1712,632200,182500
61353,NOK,Posten Norge AS,1712,630000,182500
1500,NOK,Posten Norge AS,1712,630000,221800
400,NOK,Posten Norge AS,1712,630000,219900
40972,5,NOK,Posten Norge AS,1712,170500,000000
-10657,5,NOK,Posten Norge AS,1712,170500,000000
5497,5,NOK,Posten Norge AS,1712,630000,222800
660,NOK,Posten Norge AS,1712,632200,222800
78000,NOK,Posten Norge AS,1712,630000,156100
3152,NOK,Posten Norge AS,1712,634000,216100
2135,NOK,Posten Norge AS,1712,632200,216100
3660,NOK,Posten Norge AS,1712,636000,216100
359522,NOK,Posten Norge AS,1712,170500,000000
-119840,66,NOK,Posten Norge AS,1712,170500,000000
9665,33,NOK,Posten Norge AS,1712,630400,173100
62854,NOK,Posten Norge AS,1712,630000,173100
21650,NOK,Posten Norge AS,1712,630000,219600
212687,NOK,Posten Norge AS,1712,170500,000000
-70895,67,NOK,Posten Norge AS,1712,170500,000000
24035,NOK,Posten Norge AS,1712,630000,170500
6300,NOK,Posten Norge AS,1712,632200,170500
8416,25,NOK,Posten Norge AS,1712,630000,179300
1250,NOK,Posten Norge AS,1712,632200,179300
969,86,NOK,Posten Norge AS,1712,170500,000000
-323,29,NOK,Posten Norge AS,1712,170500,000000
323,29,NOK,Posten Norge AS,1712,630000,223600
1272,NOK,Posten Norge AS,1712,630000,247400
4843,41,NOK,Posten Norge AS,1712,170500,000000
-1614,47,NOK,Posten Norge AS,1712,170500,000000
1013,33,NOK,Posten Norge AS,1712,630000,244900
614941,73,NOK,Posten Norge AS,1712,170500,000000
-204980,58,NOK,Posten Norge AS,1712,170500,000000
92037,81,NOK,Posten Norge AS,1712,630000,230600
51996,NOK,Posten Norge AS,1712,630000,217600
409061,NOK,Posten Norge AS,1712,170500,000000
-136353,66,NOK,Posten Norge AS,1712,170500,000000
56867,33,NOK,Posten Norge AS,1712,630000,074800
9500,NOK,Posten Norge AS,1712,630000,216700
68625,97,NOK,Posten Norge AS,1712,170500,000000
-22875,32,NOK,Posten Norge AS,1712,170500,000000
22875,32,NOK,Posten Norge AS,1712,630000,024500
135164,21,NOK,Posten Norge AS,1712,170500,000000
-45054,74,NOK,Posten Norge AS,1712,170500,000000
625,67,NOK,Posten Norge AS,1712,630000,209200
44429,07,NOK,Posten Norge AS,1712,632200,142600
2562,NOK,Posten Norge AS,1712,632200,022800
309459,NOK,Posten Norge AS,1712,170500,000000
-103153,NOK,Posten Norge AS,1712,170500,000000
2802,67,NOK,Posten Norge AS,1712,634000,025900
500,NOK,Posten Norge AS,1712,630000,221400
223346,NOK,Posten Norge AS,1712,170500,000000
-74448,67,NOK,Posten Norge AS,1712,170500,000000
74448,67,NOK,Posten Norge AS,1712,630000,216800
5251,9,NOK,Posten Norge AS,1712,630000,204700
6364,6,NOK,Posten Norge AS,1712,630400,179100
55690,27,NOK,Posten Norge AS,1712,630000,179100
22604,13,NOK,Posten Norge AS,1712,632200,179100
58128,NOK,Posten Norge AS,1712,170500,000000
-19376,NOK,Posten Norge AS,1712,170500,000000
18501,NOK,Posten Norge AS,1712,630000,025400
875,NOK,Posten Norge AS,1712,630000,160300
63276,NOK,Posten Norge AS,1712,170500,000000
-21092,NOK,Posten Norge AS,1712,170500,000000
608214,12,NOK,Posten Norge AS,1712,170500,000000
-202738,05,NOK,Posten Norge AS,1712,170500,000000
393583,4,NOK,Posten Norge AS,1712,170500,000000
-131194,46,NOK,Posten Norge AS,1712,170500,000000
10578,33,NOK,Posten Norge AS,1712,630000,220800
11084,67,NOK,Posten Norge AS,1712,630000,204100
7132,NOK,Posten Norge AS,1712,630000,162800
142633,NOK,Posten Norge AS,1712,170500,000000
-47544,33,NOK,Posten Norge AS,1712,170500,000000
8333,33,NOK,Posten Norge AS,1712,632200,029900
37711,NOK,Posten Norge AS,1712,630000,029900
4200,NOK,Posten Norge AS,1712,632200,191400
17890,85,NOK,Posten Norge AS,1712,630000,191400
92690,NOK,Posten Norge AS,1712,170500,000000
-30896,67,NOK,Posten Norge AS,1712,170500,000000
3590,67,NOK,Posten Norge AS,1712,632200,209800
149931,41,NOK,Posten Norge AS,1712,170500,000000
-49073,39,NOK,Posten Norge AS,1712,170500,000000
301,25,NOK,Posten Norge AS,1712,632200,134600
43772,14,NOK,Posten Norge AS,1712,630000,203400
5000,NOK,Posten Norge AS,1712,632200,203400
2760,78,NOK,Posten Norge AS,1712,630000,134900
625,NOK,Posten Norge AS,1712,630000,245500
625,NOK,Posten Norge AS,1712,630000,245600
416,67,NOK,Posten Norge AS,1712,630000,245400
142266,25,NOK,Posten Norge AS,1712,170500,000000
-47422,09,NOK,Posten Norge AS,1712,170500,000000
416,67,NOK,Posten Norge AS,1712,630000,238800
625,08,NOK,Posten Norge AS,1712,630000,189900
625,NOK,Posten Norge AS,1712,630000,189600
26880,NOK,Posten Norge AS,1712,630000,183300
223471,39,NOK,Posten Norge AS,1712,170500,000000
-74490,47,NOK,Posten Norge AS,1712,170500,000000
4927,34,NOK,Posten Norge AS,1712,632200,208300
13750,NOK,Posten Norge AS,1712,170500,000000
-4291,67,NOK,Posten Norge AS,1712,170500,000000
4000,NOK,Posten Norge AS,1712,630000,201500
3600000,NOK,Posten Norge AS,1712,170500,000000
-1200000,NOK,Posten Norge AS,1712,170500,000000
1200000,NOK,Posten Norge AS,1712,630000,239000
214171,NOK,Posten Norge AS,1712,170500,000000
-71390,34,NOK,Posten Norge AS,1712,170500,000000
562,NOK,Posten Norge AS,1712,630000,233700
500,NOK,Posten Norge AS,1712,630000,233300
500,NOK,Posten Norge AS,1712,630000,241200
1080,NOK,Posten Norge AS,1712,630000,240800
500,NOK,Posten Norge AS,1712,630000,241300
500,NOK,Posten Norge AS,1712,630000,240300
1000,NOK,Posten Norge AS,1712,630000,240200
500,NOK,Posten Norge AS,1712,630000,240100
8967,67,NOK,Posten Norge AS,1712,630400,050800
3750,NOK,Posten Norge AS,1712,630000,158500
129641,24,NOK,Posten Norge AS,1712,170500,000000
-42061,92,NOK,Posten Norge AS,1712,170500,000000
735,17,NOK,Posten Norge AS,1712,630000,212800
416,67,NOK,Posten Norge AS,1712,630000,212700
29250,NOK,Posten Norge AS,1712,630000,236800
5666,67,NOK,Posten Norge AS,1712,632200,236800
669,NOK,Posten Norge AS,1712,630000,234400
52431,42,NOK,Posten Norge AS,1712,170500,000000
-17477,14,NOK,Posten Norge AS,1712,170500,000000
17477,14,NOK,Posten Norge AS,1712,630000,218800
9466,NOK,Posten Norge AS,1712,630000,050200
108175,58,NOK,Posten Norge AS,1712,170500,000000
-36058,53,NOK,Posten Norge AS,1712,170500,000000
1407,33,NOK,Posten Norge AS,1712,630000,232000
0,NOK,Posten Norge AS,1712,630000,231900
916,67,NOK,Posten Norge AS,1712,630000,231600
416,67,NOK,Posten Norge AS,1712,630000,230700
32787,NOK,Posten Norge AS,1712,630000,188600
3239,NOK,Posten Norge AS,1712,630000,049500
16792,NOK,Posten Norge AS,1712,630000,053300
28475,NOK,Posten Norge AS,1712,632200,050700
1018,NOK,Posten Norge AS,1712,630000,244800
165034,4,NOK,Posten Norge AS,1712,170500,000000
-55011,46,NOK,Posten Norge AS,1712,170500,000000
333,33,NOK,Posten Norge AS,1712,630000,224800
1108,33,NOK,Posten Norge AS,1712,630000,224400
250,13,NOK,Posten Norge AS,1712,630000,211000
52301,67,NOK,Posten Norge AS,1712,630400,055600
34476,NOK,Posten Norge AS,1712,170500,000000
-9891,34,NOK,Posten Norge AS,1712,170500,000000
2145,NOK,Posten Norge AS,1712,630000,198200
12678,9,NOK,Posten Norge AS,1712,630000,197000
99881,NOK,Posten Norge AS,1712,630000,115600
5000,NOK,Posten Norge AS,1712,632200,115600
184561,NOK,Posten Norge AS,1712,170500,000000
-61520,34,NOK,Posten Norge AS,1712,170500,000000
3500,NOK,Posten Norge AS,1712,630000,240900
6302,67,NOK,Posten Norge AS,1712,632200,158900
130288,39,NOK,Posten Norge AS,1712,170500,000000
-37729,47,NOK,Posten Norge AS,1712,170500,000000
38481,28,NOK,Posten Norge AS,1712,630000,163500
500,NOK,Posten Norge AS,1712,630000,237600
32268,8,NOK,Posten Norge AS,1712,630000,229100
600,NOK,Posten Norge AS,1712,630000,227400
246403,38,NOK,Posten Norge AS,1712,170500,000000
-82134,46,NOK,Posten Norge AS,1712,170500,000000
